ARO,Anio,Fecha_recepcion,Tipo_servicio_codigo,Total_codigos,Muestras_recibidas_total,Muestras_rechazadas_total,Fecha_resultados_min,Fecha_resultados_max
Cartago,2025,08/07/2025,VIG,7,14,0,20/07/2025,20/07/2025
Cartago,2025,07/07/2025,VIG,8,24,0,18/07/2025,18/07/2025
Cartago,2025,01/07/2025,VIG,7,21,0,12/07/2025,12/07/2025
Cartago,2025,25/06/2025,VIG,10,30,0,06/07/2025,06/07/2025
Cartago,2025,17/06/2025,VIG,10,30,0,28/06/2025,28/06/2025
Cartago,2025,16/06/2025,VIG,9,26,0,27/06/2025,27/06/2025
Cartago,2025,11/06/2025,VIG,8,24,0,22/06/2025,22/06/2025
Cartago,2025,10/06/2025,VIG,14,42,0,22/06/2025,22/06/2025
Cartago,2025,09/06/2025,VIG,4,12,0,20/06/2025,20/06/2025
Cartago,2025,04/06/2025,VIG,8,24,0,16/06/2025,16/06/2025
Cartago,2025,03/06/2025,MR,8,29,0,08/07/2025,18/06/2025
Cartago,2025,27/05/2025,MR,4,5,0,23/06/2025,24/06/2025
Cartago,2025,27/05/2025,VDM,1,2,0,24/06/2025,24/06/2025
Cartago,2025,26/05/2025,MR,3,6,0,23/06/2025,23/06/2025
Cartago,2025,26/05/2025,VDM,1,2,0,23/06/2025,23/06/2025
Cartago,2025,26/05/2025,VIG,4,12,0,06/06/2025,06/06/2025
Cartago,2025,21/05/2025,VIG,10,30,0,01/06/2025,01/06/2025
Cartago,2025,19/05/2025,MR,9,28,0,08/06/2025,23/06/2025
Cartago,2025,13/05/2025,MR,6,21,0,01/06/2025,18/06/2025
Cartago,2025,12/05/2025,MR,3,14,0,23/06/2025,23/06/2025
Cartago,2025,06/05/2025,VIG,14,42,0,17/05/2025,17/05/2025
Cartago,2025,05/05/2025,VIG,8,24,0,15/05/2025,15/05/2025
Cartago,2025,30/04/2025,VIG,5,15,0,12/05/2025,12/05/2025
Cartago,2025,29/04/2025,VIG,10,30,0,09/05/2025,09/05/2025
Cartago,2025,28/04/2025,VIG,11,33,0,09/05/2025,09/05/2025
Cartago,2025,23/04/2025,VIG,4,12,0,04/05/2025,04/05/2025
Cartago,2025,22/04/2025,VIG,12,36,0,02/05/2025,02/05/2025
Cartago,2025,21/04/2025,VIG,7,21,0,02/05/2025,02/05/2025
Cartago,2025,02/04/2025,VIG,4,12,0,14/04/2025,14/04/2025
Cartago,2025,01/04/2025,VIG,8,24,0,12/04/2025,12/04/2025
Cartago,2025,26/03/2025,VIG,10,30,0,03/04/2025,03/04/2025
Cartago,2025,25/03/2025,VIG,5,17,0,02/04/2025,09/04/2025
Cartago,2025,19/03/2025,VIG,10,30,0,31/03/2025,31/03/2025
Cartago,2025,17/03/2025,VIG,10,30,0,28/03/2025,28/03/2025
Cartago,2025,05/03/2025,VIG,12,36,0,17/03/2025,17/03/2025
Cartago,2025,04/03/2025,VIG,11,33,0,14/03/2025,15/03/2025
Cartago,2025,03/03/2025,VIG,8,24,0,12/03/2025,12/03/2025
Cartago,2025,24/02/2025,VDM,3,12,0,06/03/2025,06/03/2025
Cartago,2025,18/02/2025,VIG,10,30,0,27/02/2025,28/02/2025
Cartago,2025,17/02/2025,VIG,10,30,0,27/02/2025,27/02/2025
Cartago,2025,12/02/2025,VIG,3,9,0,24/02/2025,24/02/2025
Cartago,2025,11/02/2025,VIG,11,33,0,21/02/2025,21/02/2025
Cartago,2025,10/02/2025,VIG,11,33,0,19/02/2025,21/02/2025
Cartago,2025,05/02/2025,VIG,11,33,0,14/02/2025,15/02/2025
Cartago,2025,04/02/2025,VIG,10,30,0,14/02/2025,14/02/2025
Cartago,2025,03/02/2025,VIG,8,24,0,12/02/2025,12/02/2025
Cartago,2025,29/01/2025,VIG,5,15,0,08/02/2025,08/02/2025
Cartago,2025,27/01/2025,VIG,5,15,0,06/02/2025,06/02/2025
Cartago,2025,20/01/2025,VIG,14,42,0,28/01/2025,28/01/2025
Cartago,2024,12/12/2024,VIG,4,12,0,19/12/2024,19/12/2024
Cartago,2024,11/12/2024,VIG,11,33,0,19/12/2024,20/12/2024
Cartago,2024,09/12/2024,VIG,12,36,0,17/12/2024,17/12/2024
Cartago,2024,03/12/2024,VIG,3,9,0,12/12/2024,12/12/2024
Cartago,2024,02/12/2024,VIG,3,9,0,10/12/2024,10/12/2024
Cartago,2024,26/11/2024,VIG,10,30,0,05/12/2024,06/12/2024
Cartago,2024,25/11/2024,VIG,11,33,0,03/12/2024,03/12/2024
Cartago,2024,20/11/2024,VIG,9,27,0,02/12/2024,02/12/2024
Cartago,2024,19/11/2024,VIG,15,45,0,29/11/2024,29/11/2024
Cartago,2024,18/11/2024,VIG,3,9,0,28/11/2024,28/11/2024
Cartago,2024,13/11/2024,MR,2,4,0,03/12/2024,03/12/2024
Cartago,2024,13/11/2024,VIG,7,21,0,20/11/2024,20/11/2024
Cartago,2024,12/11/2024,MR,4,10,0,03/12/2024,03/12/2024
Cartago,2024,07/11/2024,VIG,7,21,0,18/11/2024,18/11/2024
Cartago,2024,06/11/2024,MR,2,2,0,04/12/2024,04/12/2024
Cartago,2024,05/11/2024,MR,3,7,0,25/11/2024,25/11/2024
Cartago,2024,23/10/2024,VIG,3,9,0,01/11/2024,01/11/2024
Cartago,2024,21/10/2024,VIG,6,18,0,31/10/2024,31/10/2024
Cartago,2024,16/10/2024,VIG,7,21,0,24/10/2024,25/10/2024
Cartago,2024,15/10/2024,VIG,11,33,0,24/10/2024,24/10/2024
Cartago,2024,10/10/2024,VIG,13,39,0,21/10/2024,25/10/2024
Cartago,2024,09/10/2024,VIG,5,15,0,18/10/2024,21/10/2024
Cartago,2024,25/09/2024,VIG,11,33,0,02/10/2024,03/10/2024
Cartago,2024,24/09/2024,MR,7,17,0,05/11/2024,23/10/2024
Cartago,2024,24/09/2024,VIG,6,18,0,02/10/2024,02/10/2024
Cartago,2024,23/09/2024,MR,4,13,0,05/11/2024,31/10/2024
Cartago,2024,23/09/2024,VIG,6,18,0,01/10/2024,02/10/2024
Cartago,2024,18/09/2024,VIG,10,30,0,26/09/2024,26/09/2024
Cartago,2024,17/09/2024,MR,8,26,0,09/10/2024,18/11/2024
Cartago,2024,17/09/2024,VIG,5,15,0,26/09/2024,27/09/2024
Cartago,2024,16/09/2024,MR,9,30,0,09/10/2024,31/10/2024
Cartago,2024,11/09/2024,VIG,8,24,0,24/09/2024,24/09/2024
Cartago,2024,10/09/2024,VIG,7,21,0,19/09/2024,20/09/2024
Cartago,2024,09/09/2024,VIG,13,39,0,18/09/2024,18/09/2024
Cartago,2024,03/09/2024,VIG,7,21,0,16/09/2024,16/09/2024
Tulua,2026,13/05/2026,VIG,8,32,0,25/05/2026,25/05/2026
Tulua,2026,12/05/2026,VIG,10,40,0,24/05/2026,24/05/2026
Tulua,2026,11/05/2026,VIG,5,20,0,15/05/2026,23/05/2026
Tulua,2026,06/05/2026,VIG,6,24,0,18/05/2026,18/05/2026
Tulua,2026,05/05/2026,VIG,12,48,0,15/05/2026,18/05/2026
Tulua,2026,04/05/2026,VIG,17,68,0,14/05/2026,14/05/2026
Tulua,2026,28/04/2026,MR,1,3,0,05/05/2026,05/05/2026
Tulua,2026,28/04/2026,VIG,6,18,0,10/05/2026,10/05/2026
Tulua,2026,27/04/2026,VIG,4,12,0,08/05/2026,08/05/2026
Tulua,2026,22/04/2026,VIG,10,30,0,04/05/2026,04/05/2026
Tulua,2026,21/04/2026,MR,4,12,0,07/05/2026,07/05/2026
Tulua,2026,21/04/2026,VIG,5,15,0,03/05/2026,03/05/2026
Tulua,2026,20/04/2026,MR,5,19,0,07/05/2026,13/05/2026
Tulua,2026,20/04/2026,VIG,9,27,0,02/05/2026,02/05/2026
Tulua,2026,15/04/2026,VIG,6,18,0,27/04/2026,27/04/2026
Tulua,2026,14/04/2026,VIG,7,21,0,24/04/2026,24/04/2026
Tulua,2026,13/04/2026,VDM,5,20,0,03/05/2026,03/05/2026
Tulua,2026,08/04/2026,VIG,6,18,0,20/04/2026,20/04/2026
Tulua,2026,07/04/2026,MR,3,9,0,24/04/2026,24/04/2026
Tulua,2026,07/04/2026,VIG,5,15,0,19/04/2026,19/04/2026
Tulua,2026,06/04/2026,VIG,17,51,0,17/04/2026,18/04/2026
Tulua,2026,25/03/2026,VIG,9,39,0,06/04/2026,08/04/2026
Tulua,2026,24/03/2026,VIG,12,48,0,05/04/2026,05/04/2026
Tulua,2026,18/03/2026,VIG,11,44,0,30/03/2026,30/03/2026
Tulua,2026,17/03/2026,VIG,6,24,0,29/03/2026,29/03/2026
Tulua,2026,16/03/2026,VIG,10,42,0,25/03/2026,28/03/2026
Tulua,2026,11/03/2026,VIG,5,20,0,23/03/2026,23/03/2026
Tulua,2026,10/03/2026,VIG,12,48,0,21/03/2026,22/03/2026
Tulua,2026,09/03/2026,VIG,5,20,0,20/03/2026,21/03/2026
Tulua,2026,04/03/2026,VIG,4,16,0,16/03/2026,16/03/2026
Tulua,2026,03/03/2026,VIG,13,52,0,15/03/2026,15/03/2026
Tulua,2026,02/03/2026,VIG,17,68,0,14/03/2026,14/03/2026
Tulua,2026,25/02/2026,VIG,5,15,0,09/03/2026,09/03/2026
Tulua,2026,24/02/2026,VIG,11,33,0,05/03/2026,06/03/2026
Tulua,2026,23/02/2026,VIG,6,18,0,05/03/2026,05/03/2026
Tulua,2026,19/02/2026,VIG,9,27,0,03/03/2026,03/03/2026
Tulua,2026,17/02/2026,VIG,12,36,0,26/02/2026,26/02/2026
Tulua,2026,16/02/2026,VIG,7,21,0,26/02/2026,26/02/2026
Tulua,2026,11/02/2026,VIG,10,30,0,23/02/2026,23/02/2026
Tulua,2026,10/02/2026,VIG,9,27,0,22/02/2026,22/02/2026
Tulua,2026,09/02/2026,VIG,5,15,0,21/02/2026,21/02/2026
Tulua,2026,04/02/2026,VIG,4,12,0,16/02/2026,16/02/2026
Tulua,2026,03/02/2026,VIG,13,39,0,13/02/2026,13/02/2026
Tulua,2026,02/02/2026,VIG,18,54,0,12/02/2026,12/02/2026
Tulua,2026,28/01/2026,VIG,7,21,0,09/02/2026,09/02/2026
Tulua,2026,26/01/2026,VIG,14,42,0,07/02/2026,07/02/2026
Tulua,2026,21/01/2026,VIG,5,15,0,27/01/2026,27/01/2026
Tulua,2026,20/01/2026,VIG,10,30,0,27/01/2026,27/01/2026
Tulua,2026,19/01/2026,VIG,7,21,0,27/01/2026,27/01/2026
Tulua,2025,16/12/2025,VIG,3,9,0,28/12/2025,28/12/2025
Tulua,2025,15/12/2025,VIG,10,30,0,27/12/2025,27/12/2025
Tulua,2025,11/12/2025,VIG,8,22,0,22/12/2025,22/12/2025
Tulua,2025,10/12/2025,VIG,7,20,0,18/12/2025,21/12/2025
Tulua,2025,09/12/2025,VIG,6,18,0,18/12/2025,18/12/2025
Tulua,2025,03/12/2025,VIG,10,30,0,15/12/2025,15/12/2025
Tulua,2025,01/12/2025,VIG,5,15,0,13/12/2025,13/12/2025
Tulua,2025,27/11/2025,VIG,8,24,0,09/12/2025,23/12/2025
Tulua,2025,26/11/2025,VIG,13,39,0,08/12/2025,23/12/2025
Tulua,2025,25/11/2025,VDM,6,24,0,31/12/2025,31/12/2025
Tulua,2025,25/11/2025,VIG,9,27,0,07/12/2025,07/12/2025
Tulua,2025,24/11/2025,VDM,5,20,0,31/12/2025,31/12/2025
Tulua,2025,24/11/2025,VIG,6,20,0,06/12/2025,31/12/2025
Tulua,2025,20/11/2025,VIG,10,30,0,01/12/2025,30/11/2025
Tulua,2025,19/11/2025,VIG,16,48,0,01/12/2025,30/11/2025
Tulua,2025,18/11/2025,VIG,10,27,0,30/11/2025,31/12/2025
Tulua,2025,13/11/2025,VIG,12,36,0,26/11/2025,26/11/2025
Tulua,2025,28/10/2025,VIG,11,33,0,08/11/2025,08/11/2025
Tulua,2025,27/10/2025,MR,2,10,2,05/11/2025,06/11/2025
Tulua,2025,22/10/2025,VIG,12,36,0,03/11/2025,03/11/2025
Tulua,2025,21/10/2025,VIG,10,30,0,31/10/2025,31/10/2025
Tulua,2025,20/10/2025,MR,6,24,0,29/10/2025,31/10/2025
Tulua,2025,15/10/2025,VIG,5,20,0,27/10/2025,27/10/2025
Tulua,2025,14/10/2025,MR,5,28,0,30/10/2025,30/10/2025
Tulua,2025,08/10/2025,VIG,17,68,0,20/10/2025,20/10/2025
Tulua,2025,07/10/2025,VIG,12,48,0,17/10/2025,17/10/2025
Tulua,2025,06/10/2025,MR,3,16,0,15/10/2025,16/10/2025
Tulua,2025,23/09/2025,VIG,12,48,0,05/10/2025,05/10/2025
Tulua,2025,17/09/2025,VIG,5,20,0,29/09/2025,29/09/2025
Tulua,2025,16/09/2025,VIG,17,68,0,25/09/2025,26/09/2025
Tulua,2025,15/09/2025,VIG,8,32,0,25/09/2025,25/09/2025
Tulua,2025,10/09/2025,VIG,3,9,0,21/09/2025,21/09/2025
Tulua,2025,09/09/2025,VIG,6,18,0,18/09/2025,18/09/2025
Tulua,2025,08/09/2025,VIG,11,33,0,17/09/2025,18/09/2025
Tulua,2025,03/09/2025,VIG,8,24,0,13/09/2025,16/09/2025
Tulua,2025,02/09/2025,VIG,13,39,0,13/09/2025,13/09/2025
Tulua,2025,01/09/2025,MR,3,12,0,22/09/2025,22/09/2025
Tulua,2025,01/09/2025,VIG,11,33,0,11/09/2025,12/09/2025
Tulua,2025,27/08/2025,VIG,10,30,0,06/09/2025,06/09/2025
Tulua,2025,26/08/2025,VIG,10,30,0,04/09/2025,06/09/2025
Tulua,2025,25/08/2025,MR,4,6,0,01/09/2025,24/09/2025
Tulua,2025,25/08/2025,VIG,4,12,0,04/09/2025,04/09/2025
Tulua,2025,20/08/2025,MR,3,4,0,09/09/2025,31/08/2025
Tulua,2025,20/08/2025,VIG,5,15,0,31/08/2025,31/08/2025
Tulua,2025,19/08/2025,MR,5,14,0,05/09/2025,05/09/2025
Tulua,2025,19/08/2025,VIG,4,12,0,30/08/2025,30/08/2025
Tulua,2025,13/08/2025,VIG,4,12,0,23/08/2025,23/08/2025
Tulua,2025,06/08/2025,VIG,12,36,0,16/08/2025,16/08/2025
Tulua,2025,05/08/2025,VIG,12,36,0,16/08/2025,16/08/2025
Tulua,2025,04/08/2025,VIG,17,46,0,16/08/2025,16/08/2025
Tulua,2025,23/07/2025,VIG,6,18,0,01/08/2025,01/08/2025
Tulua,2025,22/07/2025,VIG,10,30,0,01/08/2025,01/08/2025
Tulua,2025,21/07/2025,VIG,10,30,0,01/08/2025,01/08/2025
Tulua,2025,16/07/2025,VIG,5,15,0,28/07/2025,28/07/2025
Tulua,2025,15/07/2025,VIG,6,18,0,25/07/2025,27/07/2025
Tulua,2025,14/07/2025,VIG,10,30,0,26/07/2025,26/07/2025
Tulua,2025,10/07/2025,VIG,5,15,0,22/07/2025,22/07/2025
Tulua,2025,09/07/2025,VIG,15,39,0,21/07/2025,21/07/2025
Tulua,2025,08/07/2025,VIG,5,15,0,18/07/2025,20/07/2025
Tulua,2025,07/07/2025,VIG,8,24,0,18/07/2025,18/07/2025
Tulua,2025,01/07/2025,VIG,14,42,0,12/07/2025,12/07/2025
Tulua,2025,25/06/2025,VIG,12,36,0,06/07/2025,06/07/2025
Tulua,2025,24/06/2025,VIG,8,24,0,05/07/2025,05/07/2025
Tulua,2025,18/06/2025,VIG,8,24,0,29/06/2025,29/06/2025
Tulua,2025,17/06/2025,VIG,12,36,0,28/06/2025,28/06/2025
Tulua,2025,16/06/2025,VIG,12,36,0,27/06/2025,27/06/2025
Tulua,2025,11/06/2025,VIG,11,33,0,22/06/2025,22/06/2025
Tulua,2025,10/06/2025,VIG,7,21,0,22/06/2025,22/06/2025
Tulua,2025,09/06/2025,VIG,17,51,0,20/06/2025,20/06/2025
Tulua,2025,04/06/2025,VIG,6,18,0,16/06/2025,16/06/2025
Tulua,2025,03/06/2025,VIG,6,24,0,23/07/2025,23/07/2025
Tulua,2025,27/05/2025,MR,6,20,0,23/06/2025,24/06/2025
Tulua,2025,27/05/2025,VIG,7,21,0,08/06/2025,08/06/2025
Tulua,2025,26/05/2025,VIG,8,28,0,06/06/2025,23/06/2025
Tulua,2025,21/05/2025,VIG,10,28,0,01/06/2025,29/05/2025
Tulua,2025,20/05/2025,MR,4,14,0,09/06/2025,23/06/2025
Tulua,2025,19/05/2025,VIG,4,16,0,08/06/2025,24/06/2025
Tulua,2025,12/05/2025,MR,3,13,0,01/06/2025,23/06/2025
Tulua,2025,12/05/2025,VIG,18,54,0,23/05/2025,23/05/2025
Tulua,2025,06/05/2025,VIG,12,36,0,17/05/2025,17/05/2025
Tulua,2025,05/05/2025,VIG,13,39,0,15/05/2025,15/05/2025
Tulua,2025,30/04/2025,VIG,9,27,0,12/05/2025,12/05/2025
Tulua,2025,29/04/2025,VIG,12,36,0,09/05/2025,09/05/2025
Tulua,2025,28/04/2025,VIG,12,36,0,09/05/2025,09/05/2025
Tulua,2025,23/04/2025,VIG,4,12,0,04/05/2025,04/05/2025
Tulua,2025,22/04/2025,VIG,9,27,0,02/05/2025,02/05/2025
Tulua,2025,21/04/2025,VIG,14,42,0,02/05/2025,02/05/2025
Tulua,2025,07/04/2025,VIG,6,18,0,18/04/2025,18/04/2025
Tulua,2025,02/04/2025,VIG,11,33,0,14/04/2025,14/04/2025
Tulua,2025,01/04/2025,VIG,17,51,0,12/04/2025,12/04/2025
Tulua,2025,26/03/2025,VIG,10,30,0,03/04/2025,03/04/2025
Tulua,2025,25/03/2025,VIG,11,34,0,02/04/2025,02/04/2025
Tulua,2025,19/03/2025,VIG,9,27,0,31/03/2025,31/03/2025
Tulua,2025,17/03/2025,VIG,11,33,0,28/03/2025,28/03/2025
Tulua,2025,05/03/2025,VIG,11,33,0,17/03/2025,17/03/2025
Tulua,2025,04/03/2025,VIG,13,39,0,15/03/2025,15/03/2025
Tulua,2025,03/03/2025,VIG,17,51,0,12/03/2025,12/03/2025
Tulua,2025,24/02/2025,VIG,3,12,0,07/03/2025,07/03/2025
Tulua,2025,18/02/2025,VIG,10,30,0,27/02/2025,28/02/2025
Tulua,2025,17/02/2025,VIG,10,30,0,27/02/2025,27/02/2025
Tulua,2025,12/02/2025,VIG,9,27,0,24/02/2025,24/02/2025
Tulua,2025,11/02/2025,VIG,12,36,0,21/02/2025,21/02/2025
Tulua,2025,10/02/2025,VIG,14,42,0,19/02/2025,21/02/2025
Tulua,2025,05/02/2025,VIG,12,36,0,14/02/2025,15/02/2025
Tulua,2025,04/02/2025,VIG,14,41,0,14/02/2025,14/02/2025
Tulua,2025,03/02/2025,VIG,15,45,0,12/02/2025,12/02/2025
Tulua,2025,29/01/2025,VIG,4,12,0,08/02/2025,08/02/2025
Tulua,2025,28/01/2025,VIG,7,21,0,07/02/2025,07/02/2025
Tulua,2025,27/01/2025,VIG,10,30,0,06/02/2025,06/02/2025
Tulua,2025,22/01/2025,VIG,9,27,0,30/01/2025,30/01/2025
Tulua,2025,21/01/2025,VIG,15,45,0,30/01/2025,30/01/2025
Tulua,2025,20/01/2025,VIG,11,33,0,28/01/2025,28/01/2025
Tulua,2024,12/12/2024,VIG,5,15,0,19/12/2024,19/12/2024
Tulua,2024,11/12/2024,VIG,2,6,0,19/12/2024,19/12/2024
Tulua,2024,10/12/2024,VIG,7,21,0,18/12/2024,20/12/2024
Tulua,2024,09/12/2024,VIG,10,30,0,17/12/2024,20/12/2024
Tulua,2024,05/12/2024,VIG,8,24,0,13/12/2024,13/12/2024
Tulua,2024,03/12/2024,VIG,6,18,0,12/12/2024,12/12/2024
Tulua,2024,02/12/2024,VIG,7,21,0,10/12/2024,20/12/2024
Tulua,2024,26/11/2024,VIG,8,24,0,06/12/2024,06/12/2024
Tulua,2024,25/11/2024,VIG,10,30,0,03/12/2024,03/12/2024
Tulua,2024,20/11/2024,VIG,9,27,0,02/12/2024,02/12/2024
Tulua,2024,19/11/2024,VIG,14,42,0,29/11/2024,29/11/2024
Tulua,2024,18/11/2024,VIG,14,42,0,28/11/2024,28/11/2024
Tulua,2024,13/11/2024,MR,6,12,0,03/12/2024,03/12/2024
Tulua,2024,13/11/2024,VIG,5,15,0,20/11/2024,20/11/2024
Tulua,2024,12/11/2024,MR,2,6,0,03/12/2024,03/12/2024
Tulua,2024,12/11/2024,VIG,18,53,0,03/12/2024,20/11/2024
Tulua,2024,07/11/2024,VIG,6,18,0,18/11/2024,18/11/2024
Tulua,2024,06/11/2024,MR,4,13,0,05/12/2024,05/12/2024
Tulua,2024,05/11/2024,MR,5,11,0,25/11/2024,25/11/2024
Tulua,2024,28/10/2024,VIG,11,33,0,08/11/2024,08/11/2024
Tulua,2024,23/10/2024,VIG,8,24,0,01/11/2024,01/11/2024
Tulua,2024,22/10/2024,VIG,10,30,0,01/11/2024,01/11/2024
Tulua,2024,21/10/2024,VIG,11,33,0,31/10/2024,31/10/2024
Tulua,2024,17/10/2024,VIG,8,24,0,27/10/2024,28/10/2024
Tulua,2024,16/10/2024,VIG,13,39,0,24/10/2024,25/10/2024
Tulua,2024,15/10/2024,VIG,10,30,0,24/10/2024,24/10/2024
Tulua,2024,10/10/2024,VIG,12,36,0,22/10/2024,22/10/2024
Tulua,2024,09/10/2024,VIG,14,42,0,18/10/2024,23/10/2024
Tulua,2024,25/09/2024,VIG,4,12,0,03/10/2024,03/10/2024
Tulua,2024,24/09/2024,VIG,6,18,0,02/10/2024,02/10/2024
Tulua,2024,23/09/2024,MR,3,9,0,05/11/2024,05/11/2024
Tulua,2024,23/09/2024,VIG,12,36,0,01/10/2024,02/10/2024
Tulua,2024,18/09/2024,VIG,11,33,0,26/09/2024,27/09/2024
Tulua,2024,17/09/2024,MR,4,14,0,09/10/2024,29/10/2024
Tulua,2024,17/09/2024,VIG,8,24,0,26/09/2024,27/09/2024
Tulua,2024,16/09/2024,MR,3,10,0,05/11/2024,09/10/2024
Tulua,2024,16/09/2024,VIG,13,39,0,24/09/2024,25/09/2024
Tulua,2024,11/09/2024,VIG,7,21,0,24/09/2024,24/09/2024
Tulua,2024,10/09/2024,VIG,10,30,0,19/09/2024,19/09/2024
Tulua,2024,09/09/2024,VIG,14,42,0,18/09/2024,20/09/2024
Tulua,2024,03/09/2024,VIG,10,30,0,16/09/2024,18/09/2024
Tulua,2024,02/09/2024,VIG,11,33,0,13/09/2024,17/09/2024
